대분류,품명,규격,단위,수량,자재비.단가,노무비.단가,경비.단가,연도,현장,협력사,계약번호,계약여부
M.D,Motorized Damper,700*500,EA,2 ,130400 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
M.D,Motorized Damper,700*450,EA,1 ,117800 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
M.D,Motorized Damper,700*400,EA,3 ,113600 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
M.D,Motorized Damper,700*300,EA,2 ,105200 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
M.D,Motorized Damper,600*350,EA,2 ,105200 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,1000*600,EA,2 ,87000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*500,EA,1 ,57500 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*450,EA,1 ,52800 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*400,EA,1 ,48800 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*300,EA,2 ,40200 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,600*350,EA,1 ,40200 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,550*350,EA,1 ,38100 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,500*400,EA,2 ,39000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,500*300,EA,4 ,33000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,400*300,EA,1 ,30000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,250*250,EA,2 ,30000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,200*200,EA,4 ,30000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
F.V.D,Fire Volume Damper,200*150,EA,2 ,30000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
펀칭플레이트,펀칭플레이트,400*1000,EA,40 ,120000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
점검구,점검구,300*300,EA,43 ,30000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,3200*1700*1000,EA,1 ,2068000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,2200*1600*1000,EA,1 ,1464000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,2200*1000*1000,EA,1 ,1464000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,1200*800*1000,EA,1 ,1080000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,900*700*1000,EA,1 ,592000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,900*650*1000,EA,1 ,446000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,900*500*1000,EA,2 ,427000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
CHAMBER,소음챔버,800*550*1000,EA,1 ,444000 ,200000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1600*1200,EA,1 ,230400 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1200*850,EA,1 ,122400 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1100*700,EA,1 ,92400 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1100*600,EA,1 ,79200 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1000*800,EA,1 ,96000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1000*700,EA,1 ,84000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,1000*500,EA,2 ,60000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,900*500,EA,2 ,54000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,700*600,EA,2 ,50400 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,700*500,EA,1 ,42000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,600*400,EA,1 ,28800 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,400*250,EA,1 ,15000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,350*200,EA,1 ,15000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,200*200,EA,1 ,15000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
루버,루버,200*150,EA,1 ,15000 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
ㄷ 형강,ㄷ 형강,100*50*5*7.5,kg,6400 ,1300 ,,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
잡철물제작설치,잡철물제작 설치,equal,TON,6 ,,2500000 ,,2018 ,KD-GAS PROJECT,그린빌더스,2018-5-0854,비계약
덕트,Duct 제작설치,0.5T,M2,864 ,12943 ,28725 ,3700 ,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
덕트,Duct 제작설치,0.6T,M2,1687 ,14187 ,28725 ,3700 ,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
덕트,Duct 제작설치,0.8T,M2,258 ,15770 ,28725 ,3700 ,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
캔버스,Canvas Connector,1.2T,M2,81 ,55000 ,23656 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
DIFFUSER,사각 디퓨져,400A,EA,10 ,72450 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
DIFFUSER,사각 디퓨져,300A,EA,4 ,43700 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
DIFFUSER,사각 디퓨져,200A,EA,2 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
DIFFUSER,사각 디퓨져,125A,EA,9 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
후렉시블호스,플렉시블덕트호스,비보온A400,M,10 ,9715 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
후렉시블호스,플렉시블덕트호스,비보온A300,M,73 ,7286 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
후렉시블호스,플렉시블덕트호스,비보온A200,M,2 ,24288 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
후렉시블호스,플렉시블덕트호스,비보온A125,M,9 ,3373 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
STS_BAND,STS BAND,400A,EA,20 ,1150 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
STS_BAND,STS BAND,300A,EA,146 ,805 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
STS_BAND,STS BAND,200A,EA,4 ,621 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
STS_BAND,STS BAND,125A,EA,18 ,460 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,450*250,EA,1 ,61755 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,400*450,EA,4 ,86940 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,400*300,EA,4 ,63480 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,400*250,EA,6 ,57960 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,400*200,EA,2 ,53130 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,350*750,EA,2 ,121009 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,350*650,EA,2 ,106806 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,350*300,EA,10 ,58650 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,350*200,EA,1 ,49680 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,300*450,EA,3 ,69863 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,300*300,EA,8 ,54510 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,300*200,EA,13 ,46230 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,300*150,EA,10 ,42090 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,250*500,EA,2 ,66988 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,200*200,EA,2 ,39330 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
REGISTER,레지스터,200*100,EA,3 ,32430 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,1000*600,EA,2 ,65550 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,800*600,EA,1 ,52440 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,700*500,EA,2 ,38238 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,700*450,EA,1 ,34414 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,700*400,EA,3 ,30590 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,700*300,EA,2 ,22943 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,650*350,EA,2 ,24854 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,600*350,EA,3 ,22943 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,600*300,EA,2 ,19665 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,500*350,EA,1 ,19119 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,500*300,EA,6 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,450*300,EA,2 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,450*250,EA,4 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,400*300,EA,9 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,400*250,EA,9 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,400*200,EA,7 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,350*250,EA,2 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,350*200,EA,2 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,300*250,EA,4 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,300*200,EA,17 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,300*150,EA,6 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,250*200,EA,1 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,250*150,EA,2 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,200*300,EA,2 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,200*200,EA,5 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,200*150,EA,17 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
V.D,Volume Damper,150*150,EA,3 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,1000*600,EA,2 ,353050 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,800*600,EA,1 ,339940 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,700*500,EA,2 ,325738 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,700*450,EA,1 ,321914 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,700*400,EA,3 ,318090 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,700*300,EA,2 ,310443 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
M.D,Motorized Damper,600*350,EA,2 ,310443 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,1000*600,EA,2 ,81650 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*500,EA,1 ,54338 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*450,EA,1 ,50514 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*400,EA,1 ,46690 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,700*300,EA,2 ,39043 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,600*350,EA,1 ,39043 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,550*350,EA,1 ,37131 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,500*400,EA,2 ,37950 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,500*300,EA,4 ,33350 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,400*300,EA,1 ,33350 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,250*250,EA,2 ,33350 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,200*200,EA,4 ,33350 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
F.V.D,Fire Volume Damper,200*150,EA,2 ,33350 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
펀칭플레이트,펀칭플레이트,400*1000,EA,40 ,138000 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
점검구,점검구,300*300,EA,43 ,9315 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,3200*1700*1000,EA,1 ,2616020 ,261602 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,2200*1600*1000,EA,1 ,1851960 ,185196 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,2200*1000*1000,EA,1 ,1366200 ,136620 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,1200*800*1000,EA,1 ,748880 ,74888 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,900*700*1000,EA,1 ,564190 ,56419 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,900*650*1000,EA,1 ,540155 ,54015 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,900*500*1000,EA,2 ,468050 ,46805 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
CHAMBER,소음챔버,800*550*1000,EA,1 ,452870 ,45287 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1600*1200,EA,1 ,253920 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1200*850,EA,1 ,134895 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1100*700,EA,1 ,101833 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1100*600,EA,1 ,87285 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1000*800,EA,1 ,105800 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1000*700,EA,1 ,92575 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,1000*500,EA,2 ,66125 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,900*500,EA,2 ,59513 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,700*600,EA,2 ,55545 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,700*500,EA,1 ,46288 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,600*400,EA,1 ,31740 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,400*250,EA,1 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,350*200,EA,1 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,200*200,EA,1 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
루버,루버,200*150,EA,1 ,17250 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
ㄷ 형강,ㄷ 형강,100*50*5*7.5,kg,6400 ,1208 ,,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
잡철물제작설치,잡철물제작 설치,equal,TON,6 ,308377 ,2230247 ,,2018 ,KD-GAS PROJECT,성현기공,2018-5-0854,비계약
덕트, 각형덕트제작설치 ,0.5T, M2 ,111 ,12126 ,15000 ,5000 ,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,0.6T, M2 ,201 ,13115 ,16000 ,5000 ,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,0.8T, M2 ,891 ,15090 ,17000 ,5000 ,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,1.0T, M2 ,226 ,17336 ,18000 ,5000 ,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
덕트_보온, 덕트보온 ,25T 아티론, M2 ,1497 ,9000 ,6000 ,5000 ,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
DIFFUSER, 사각디퓨저 ,250A, EA ,33 ,21000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
DIFFUSER, 사각디퓨저 ,250A, EA ,4 ,21000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
후렉시블호스, 보온후렉시블 ,비보온A250, M ,418 ,7500 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
STS_BAND, STS BAND ,250A, EA ,418 ,1100 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
SPIN_IN, 스핀굿지 ,250A, EA ,209 ,2800 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
루버, LOUVER ,3500*1000, EA ,1 ,420000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
루버, LOUVER ,3500*500, EA ,1 ,210000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
루버, LOUVER ,1800*500, EA ,1 ,108000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
CHAMBER, S.A CHAMBER ,2200*1400*1000, EA ,1 ,1336000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
CHAMBER, S.A CHAMBER ,2200*1250*1100, EA ,1 ,1309000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
CHAMBER, S.A CHAMBER ,1100*1550*1500, EA ,1 ,1136000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,1100*300, EA ,1 ,39600 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,800*300, EA ,2 ,28800 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,750*300, EA ,1 ,27000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,700*300, EA ,1 ,25200 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,500*300, EA ,1 ,20000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,450*300, EA ,1 ,20000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,200*300, EA ,1 ,20000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
V.D, V.D ,250A, EA ,16 ,20000 ,,,2018 ,현우산업,그린빌더스,2018-5-1274,비계약
덕트,각형덕트제작설치,0.5T,M2,111 ,13463 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트,각형덕트제작설치,0.6T,M2,201 ,14325 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트,각형덕트제작설치,0.8T,M2,891 ,17500 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트,각형덕트제작설치,1.0T,M2,226 ,19413 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트_보온,덕트보온,25T 아티론,M2,1497 ,11684 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
DIFFUSER,사각디퓨저,250A,EA,33 ,21000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
DIFFUSER,사각디퓨저,250A,EA,4 ,21000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
후렉시블호스,보온후렉시블,비보온A250,M,418 ,550 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
STS_BAND,STS BAND,250A,EA,418 ,650 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
SPIN_IN,스핀굿지,250A,EA,209 ,2380 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
루버,LOUVER (건축용),3500*1000,EA,1 ,1225000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
루버,LOUVER (건축용),3500*500,EA,1 ,612500 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
루버,LOUVER (건축용),1800*500,EA,1 ,315000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
CHAMBER,S.A CHAMBER,2200*1400*1000,EA,1 ,1135600 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
CHAMBER,S.A CHAMBER,2200*1250*1100,EA,1 ,1112650 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
CHAMBER,S.A CHAMBER,1100*1550*1500,EA,1 ,965600 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,1100*300,EA,1 ,39600 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,800*300,EA,2 ,28800 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,750*300,EA,1 ,27000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,700*300,EA,1 ,25200 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,500*300,EA,1 ,18000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,450*300,EA,1 ,15000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,200*300,EA,1 ,15000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
V.D,V.D,250A,EA,16 ,20000 ,,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트공,인건비,덕트공,인,304 ,,137653 ,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
보온공,인건비,보온공,인,152 ,,133195 ,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트클리닝,덕트크리닝,equal,M2,1497 ,1350 ,2500 ,,2018 ,현우산업,서일이엔지,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,0.5T, M2 ,111 ,12942 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,0.6T, M2 ,201 ,14187 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,0.8T, M2 ,891 ,15770 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
덕트, 각형덕트제작설치 ,1.0T, M2 ,226 ,17624 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
덕트_보온, 덕트보온 ,25T 아티론, M2 ,1497 ,9740 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
DIFFUSER, 사각디퓨저 ,250A, EA ,33 ,27600 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
DIFFUSER, 사각디퓨저 ,250A, EA ,4 ,17250 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
후렉시블호스, 보온후렉시블 ,비보온A250, M ,418 ,6072 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
STS_BAND, STS BAND ,250A, EA ,418 ,713 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
SPIN_IN, 스핀굿지 ,250A, EA ,209 ,27531 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
루버, LOUVER ,3500*1000, EA ,1 ,322000 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
루버, LOUVER ,3500*500, EA ,1 ,161000 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
루버, LOUVER ,1800*500, EA ,1 ,82800 ,,,2018 ,현우산업,성현기공,2018-5-1274,비계약
